"Household income statistics by household type: Census metropolitan areas, tracted census agglomerations and census tracts 1"
"Frequency: Occasional"
"Table: 98-10-0058-01"
"Release date: 2022-07-13"
"Geography: Census metropolitan area, Census agglomeration, Census tract"
"Universe: Private households in occupied private dwellings, 2021 and 2016 censuses — 100% data"
"Variable List: Household type including census family structure (11), Household size (7), Household income statistics (6)"

"Geography","Household size (7) 2","Household type including census family structure (11)","Household income statistics (6)","Vector","Coordinate","2021"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","356.1.1.6","94,000"
"0052.02 - Calgary i357",,,"Number of households (2021) 4 5 6","..","357.1.1.1","1,345"
,,,"Median household total income (2020) (2020 constant dollars)","..","357.1.1.3","120,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","357.1.1.6","109,000"
"0052.03 - Calgary i358",,,"Number of households (2021) 4 5 6","..","358.1.1.1","1,440"
,,,"Median household total income (2020) (2020 constant dollars)","..","358.1.1.3","135,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","358.1.1.6","121,000"
"0052.04 - Calgary i359",,,"Number of households (2021) 4 5 6","..","359.1.1.1","2,020"
,,,"Median household total income (2020) (2020 constant dollars)","..","359.1.1.3","91,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","359.1.1.6","83,000"
"0052.06 - Calgary i360",,,"Number of households (2021) 4 5 6","..","360.1.1.1","1,470"
,,,"Median household total income (2020) (2020 constant dollars)","..","360.1.1.3","139,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","360.1.1.6","133,000"
"0052.07 - Calgary i361",,,"Number of households (2021) 4 5 6","..","361.1.1.1","1,465"
,,,"Median household total income (2020) (2020 constant dollars)","..","361.1.1.3","129,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","361.1.1.6","129,000"
"0052.09 - Calgary i362",,,"Number of households (2021) 4 5 6","..","362.1.1.1","2,015"
,,,"Median household total income (2020) (2020 constant dollars)","..","362.1.1.3","141,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","362.1.1.6","117,000"
"0052.10 - Calgary i363",,,"Number of households (2021) 4 5 6","..","363.1.1.1","1,830"
,,,"Median household total income (2020) (2020 constant dollars)","..","363.1.1.3","112,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","363.1.1.6","101,000"
"0052.11 - Calgary i364",,,"Number of households (2021) 4 5 6","..","364.1.1.1","1,610"
,,,"Median household total income (2020) (2020 constant dollars)","..","364.1.1.3","159,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","364.1.1.6","141,000"
"0052.12 - Calgary i365",,,"Number of households (2021) 4 5 6","..","365.1.1.1","1,215"
,,,"Median household total income (2020) (2020 constant dollars)","..","365.1.1.3","180,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","365.1.1.6","162,000"
"0053.00 - Calgary i366",,,"Number of households (2021) 4 5 6","..","366.1.1.1","2,625"
,,,"Median household total income (2020) (2020 constant dollars)","..","366.1.1.3","91,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","366.1.1.6","81,000"
"0054.00 - Calgary i367",,,"Number of households (2021) 4 5 6","..","367.1.1.1","1,735"
,,,"Median household total income (2020) (2020 constant dollars)","..","367.1.1.3","112,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","367.1.1.6","96,000"
"0055.00 - Calgary i368",,,"Number of households (2021) 4 5 6","..","368.1.1.1","1,110"
,,,"Median household total income (2020) (2020 constant dollars)","..","368.1.1.3","127,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","368.1.1.6","117,000"
"0056.00 - Calgary i369",,,"Number of households (2021) 4 5 6","..","369.1.1.1","2,625"
,,,"Median household total income (2020) (2020 constant dollars)","..","369.1.1.3","119,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","369.1.1.6","101,000"
"0057.00 - Calgary i370",,,"Number of households (2021) 4 5 6","..","370.1.1.1","2,725"
,,,"Median household total income (2020) (2020 constant dollars)","..","370.1.1.3","96,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","370.1.1.6","83,000"
"0058.00 - Calgary i371",,,"Number of households (2021) 4 5 6","..","371.1.1.1","3,455"
,,,"Median household total income (2020) (2020 constant dollars)","..","371.1.1.3","86,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","371.1.1.6","81,000"
"0059.00 - Calgary i372",,,"Number of households (2021) 4 5 6","..","372.1.1.1","3,725"
,,,"Median household total income (2020) (2020 constant dollars)","..","372.1.1.3","74,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","372.1.1.6","71,000"
"0060.00 - Calgary i373",,,"Number of households (2021) 4 5 6","..","373.1.1.1","2,570"
,,,"Median household total income (2020) (2020 constant dollars)","..","373.1.1.3","91,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","373.1.1.6","82,000"
"0061.00 - Calgary i374",,,"Number of households (2021) 4 5 6","..","374.1.1.1","1,165"
,,,"Median household total income (2020) (2020 constant dollars)","..","374.1.1.3","72,500"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","374.1.1.6","67,000"
"0062.00 - Calgary i375",,,"Number of households (2021) 4 5 6","..","375.1.1.1","2,575"
,,,"Median household total income (2020) (2020 constant dollars)","..","375.1.1.3","90,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","375.1.1.6","75,500"
"0063.00 - Calgary i376",,,"Number of households (2021) 4 5 6","..","376.1.1.1","2,070"
,,,"Median household total income (2020) (2020 constant dollars)","..","376.1.1.3","106,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","376.1.1.6","95,000"
"0064.00 - Calgary i377",,,"Number of households (2021) 4 5 6","..","377.1.1.1","2,775"
,,,"Median household total income (2020) (2020 constant dollars)","..","377.1.1.3","79,500"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","377.1.1.6","75,500"
"0065.00 - Calgary i378",,,"Number of households (2021) 4 5 6","..","378.1.1.1","1,635"
,,,"Median household total income (2020) (2020 constant dollars)","..","378.1.1.3","82,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","378.1.1.6","73,500"
"0066.02 - Calgary i379",,,"Number of households (2021) 4 5 6","..","379.1.1.1","2,495"
,,,"Median household total income (2020) (2020 constant dollars)","..","379.1.1.3","73,500"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","379.1.1.6","69,000"
"0066.03 - Calgary i380",,,"Number of households (2021) 4 5 6","..","380.1.1.1","1,865"
,,,"Median household total income (2020) (2020 constant dollars)","..","380.1.1.3","71,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","380.1.1.6","63,600"
"0066.04 - Calgary i381",,,"Number of households (2021) 4 5 6","..","381.1.1.1","x"
,,,"Median household total income (2020) (2020 constant dollars)","..","381.1.1.3","x"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","381.1.1.6","x"
"0067.00 - Calgary i382",,,"Number of households (2021) 4 5 6","..","382.1.1.1","1,585"
,,,"Median household total income (2020) (2020 constant dollars)","..","382.1.1.3","66,500"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","382.1.1.6","63,600"
"0068.00 - Calgary i383",,,"Number of households (2021) 4 5 6","..","383.1.1.1","1,050"
,,,"Median household total income (2020) (2020 constant dollars)","..","383.1.1.3","120,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","383.1.1.6","106,000"
"0069.00 - Calgary i384",,,"Number of households (2021) 4 5 6","..","384.1.1.1","875"
,,,"Median household total income (2020) (2020 constant dollars)","..","384.1.1.3","119,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","384.1.1.6","104,000"
"0070.00 - Calgary i385",,,"Number of households (2021) 4 5 6","..","385.1.1.1","1,000"
,,,"Median household total income (2020) (2020 constant dollars)","..","385.1.1.3","94,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","385.1.1.6","89,000"
"0071.00 - Calgary i386",,,"Number of households (2021) 4 5 6","..","386.1.1.1","1,345"
,,,"Median household total income (2020) (2020 constant dollars)","..","386.1.1.3","96,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","386.1.1.6","87,000"
"0072.00 - Calgary i387",,,"Number of households (2021) 4 5 6","..","387.1.1.1","2,895"
,,,"Median household total income (2020) (2020 constant dollars)","..","387.1.1.3","81,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","387.1.1.6","70,500"
"0073.00 - Calgary i388",,,"Number of households (2021) 4 5 6","..","388.1.1.1","1,250"
,,,"Median household total income (2020) (2020 constant dollars)","..","388.1.1.3","62,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","388.1.1.6","58,000"
"0074.00 - Calgary i389",,,"Number of households (2021) 4 5 6","..","389.1.1.1","1,420"
,,,"Median household total income (2020) (2020 constant dollars)","..","389.1.1.3","94,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","389.1.1.6","82,000"
"0075.01 - Calgary i390",,,"Number of households (2021) 4 5 6","..","390.1.1.1","1,280"
,,,"Median household total income (2020) (2020 constant dollars)","..","390.1.1.3","72,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","390.1.1.6","66,000"
"0075.02 - Calgary i391",,,"Number of households (2021) 4 5 6","..","391.1.1.1","1,825"
,,,"Median household total income (2020) (2020 constant dollars)","..","391.1.1.3","72,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","391.1.1.6","65,500"
"0076.01 - Calgary i392",,,"Number of households (2021) 4 5 6","..","392.1.1.1","1,050"
,,,"Median household total income (2020) (2020 constant dollars)","..","392.1.1.3","84,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","392.1.1.6","78,000"
"0076.02 - Calgary i393",,,"Number of households (2021) 4 5 6","..","393.1.1.1","1,325"
,,,"Median household total income (2020) (2020 constant dollars)","..","393.1.1.3","71,500"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","393.1.1.6","64,500"
"0076.03 - Calgary i394",,,"Number of households (2021) 4 5 6","..","394.1.1.1","1,835"
,,,"Median household total income (2020) (2020 constant dollars)","..","394.1.1.3","92,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","394.1.1.6","88,000"
"0076.04 - Calgary i395",,,"Number of households (2021) 4 5 6","..","395.1.1.1","1,600"
,,,"Median household total income (2020) (2020 constant dollars)","..","395.1.1.3","79,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","395.1.1.6","70,500"
"0076.05 - Calgary i396",,,"Number of households (2021) 4 5 6","..","396.1.1.1","1,300"
,,,"Median household total income (2020) (2020 constant dollars)","..","396.1.1.3","80,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","396.1.1.6","75,000"
"0076.06 - Calgary i397",,,"Number of households (2021) 4 5 6","..","397.1.1.1","1,660"
,,,"Median household total income (2020) (2020 constant dollars)","..","397.1.1.3","86,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","397.1.1.6","77,000"
"0076.09 - Calgary i398",,,"Number of households (2021) 4 5 6","..","398.1.1.1","1,760"
,,,"Median household total income (2020) (2020 constant dollars)","..","398.1.1.3","93,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","398.1.1.6","86,000"
"0076.13 - Calgary i399",,,"Number of households (2021) 4 5 6","..","399.1.1.1","2,695"
,,,"Median household total income (2020) (2020 constant dollars)","..","399.1.1.3","114,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","399.1.1.6","113,000"
"0076.14 - Calgary i400",,,"Number of households (2021) 4 5 6","..","400.1.1.1","2,120"
,,,"Median household total income (2020) (2020 constant dollars)","..","400.1.1.3","102,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","400.1.1.6","97,000"
"0076.15 - Calgary i401",,,"Number of households (2021) 4 5 6","..","401.1.1.1","825"
,,,"Median household total income (2020) (2020 constant dollars)","..","401.1.1.3","94,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","401.1.1.6","83,000"
"0076.19 - Calgary i402",,,"Number of households (2021) 4 5 6","..","402.1.1.1","1,015"
,,,"Median household total income (2020) (2020 constant dollars)","..","402.1.1.3","131,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","402.1.1.6","121,000"
"0076.20 - Calgary i403",,,"Number of households (2021) 4 5 6","..","403.1.1.1","1,395"
,,,"Median household total income (2020) (2020 constant dollars)","..","403.1.1.3","99,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","403.1.1.6","87,000"
"0076.23 - Calgary i404",,,"Number of households (2021) 4 5 6","..","404.1.1.1","1,435"
,,,"Median household total income (2020) (2020 constant dollars)","..","404.1.1.3","116,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","404.1.1.6","103,000"
"0076.24 - Calgary i405",,,"Number of households (2021) 4 5 6","..","405.1.1.1","1,805"
,,,"Median household total income (2020) (2020 constant dollars)","..","405.1.1.3","111,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","405.1.1.6","98,000"
"0076.25 - Calgary i406",,,"Number of households (2021) 4 5 6","..","406.1.1.1","1,175"
,,,"Median household total income (2020) (2020 constant dollars)","..","406.1.1.3","133,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","406.1.1.6","112,000"
"0076.26 - Calgary i407",,,"Number of households (2021) 4 5 6","..","407.1.1.1","2,275"
,,,"Median household total income (2020) (2020 constant dollars)","..","407.1.1.3","124,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","407.1.1.6","116,000"
"0076.27 - Calgary i408",,,"Number of households (2021) 4 5 6","..","408.1.1.1","1,285"
,,,"Median household total income (2020) (2020 constant dollars)","..","408.1.1.3","125,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","408.1.1.6","112,000"
"0076.28 - Calgary i409",,,"Number of households (2021) 4 5 6","..","409.1.1.1","1,095"
,,,"Median household total income (2020) (2020 constant dollars)","..","409.1.1.3","128,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","409.1.1.6","..."
"0076.29 - Calgary i410",,,"Number of households (2021) 4 5 6","..","410.1.1.1","940"
,,,"Median household total income (2020) (2020 constant dollars)","..","410.1.1.3","118,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","410.1.1.6","..."
"0076.30 - Calgary i411",,,"Number of households (2021) 4 5 6","..","411.1.1.1","2,530"
,,,"Median household total income (2020) (2020 constant dollars)","..","411.1.1.3","92,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","411.1.1.6","87,000"
"0076.31 - Calgary i412",,,"Number of households (2021) 4 5 6","..","412.1.1.1","1,995"
,,,"Median household total income (2020) (2020 constant dollars)","..","412.1.1.3","130,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","412.1.1.6","119,000"
"0076.32 - Calgary i413",,,"Number of households (2021) 4 5 6","..","413.1.1.1","1,045"
,,,"Median household total income (2020) (2020 constant dollars)","..","413.1.1.3","129,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","413.1.1.6","112,000"
"0076.33 - Calgary i414",,,"Number of households (2021) 4 5 6","..","414.1.1.1","1,355"
,,,"Median household total income (2020) (2020 constant dollars)","..","414.1.1.3","103,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","414.1.1.6","97,000"
"0076.34 - Calgary i415",,,"Number of households (2021) 4 5 6","..","415.1.1.1","1,275"
,,,"Median household total income (2020) (2020 constant dollars)","..","415.1.1.3","100,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","415.1.1.6","91,000"
"0076.35 - Calgary i416",,,"Number of households (2021) 4 5 6","..","416.1.1.1","1,610"
,,,"Median household total income (2020) (2020 constant dollars)","..","416.1.1.3","107,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","416.1.1.6","113,000"
"0076.36 - Calgary i417",,,"Number of households (2021) 4 5 6","..","417.1.1.1","x"
,,,"Median household total income (2020) (2020 constant dollars)","..","417.1.1.3","x"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","417.1.1.6","..."
"0076.37 - Calgary i418",,,"Number of households (2021) 4 5 6","..","418.1.1.1","1,490"
,,,"Median household total income (2020) (2020 constant dollars)","..","418.1.1.3","117,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","418.1.1.6","101,000"
"0076.38 - Calgary i419",,,"Number of households (2021) 4 5 6","..","419.1.1.1","750"
,,,"Median household total income (2020) (2020 constant dollars)","..","419.1.1.3","119,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","419.1.1.6","106,000"
"0076.39 - Calgary i420",,,"Number of households (2021) 4 5 6","..","420.1.1.1","1,290"
,,,"Median household total income (2020) (2020 constant dollars)","..","420.1.1.3","68,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","420.1.1.6","65,000"
"0077.01 - Calgary i421",,,"Number of households (2021) 4 5 6","..","421.1.1.1","910"
,,,"Median household total income (2020) (2020 constant dollars)","..","421.1.1.3","103,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","421.1.1.6","94,000"
"0077.02 - Calgary i422",,,"Number of households (2021) 4 5 6","..","422.1.1.1","2,320"
,,,"Median household total income (2020) (2020 constant dollars)","..","422.1.1.3","75,500"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","422.1.1.6","68,500"
"0077.03 - Calgary i423",,,"Number of households (2021) 4 5 6","..","423.1.1.1","1,160"
,,,"Median household total income (2020) (2020 constant dollars)","..","423.1.1.3","117,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","423.1.1.6","106,000"
"0077.04 - Calgary i424",,,"Number of households (2021) 4 5 6","..","424.1.1.1","2,085"
,,,"Median household total income (2020) (2020 constant dollars)","..","424.1.1.3","79,500"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","424.1.1.6","73,500"
"0077.06 - Calgary i425",,,"Number of households (2021) 4 5 6","..","425.1.1.1","1,535"
,,,"Median household total income (2020) (2020 constant dollars)","..","425.1.1.3","127,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","425.1.1.6","117,000"
"0077.13 - Calgary i426",,,"Number of households (2021) 4 5 6","..","426.1.1.1","1,170"
,,,"Median household total income (2020) (2020 constant dollars)","..","426.1.1.3","124,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","426.1.1.6","126,000"
"0077.14 - Calgary i427",,,"Number of households (2021) 4 5 6","..","427.1.1.1","1,270"
,,,"Median household total income (2020) (2020 constant dollars)","..","427.1.1.3","122,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","427.1.1.6","113,000"
"0077.16 - Calgary i428",,,"Number of households (2021) 4 5 6","..","428.1.1.1","2,045"
,,,"Median household total income (2020) (2020 constant dollars)","..","428.1.1.3","133,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","428.1.1.6","135,000"
"0077.17 - Calgary i429",,,"Number of households (2021) 4 5 6","..","429.1.1.1","1,755"
,,,"Median household total income (2020) (2020 constant dollars)","..","429.1.1.3","104,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","429.1.1.6","101,000"
"0077.19 - Calgary i430",,,"Number of households (2021) 4 5 6","..","430.1.1.1","1,750"
,,,"Median household total income (2020) (2020 constant dollars)","..","430.1.1.3","107,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","430.1.1.6","105,000"
"0077.20 - Calgary i431",,,"Number of households (2021) 4 5 6","..","431.1.1.1","1,695"
,,,"Median household total income (2020) (2020 constant dollars)","..","431.1.1.3","121,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","431.1.1.6","108,000"
"0077.21 - Calgary i432",,,"Number of households (2021) 4 5 6","..","432.1.1.1","2,180"
,,,"Median household total income (2020) (2020 constant dollars)","..","432.1.1.3","86,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","432.1.1.6","83,000"
"0077.22 - Calgary i433",,,"Number of households (2021) 4 5 6","..","433.1.1.1","1,670"
,,,"Median household total income (2020) (2020 constant dollars)","..","433.1.1.3","132,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","433.1.1.6","127,000"
"0077.23 - Calgary i434",,,"Number of households (2021) 4 5 6","..","434.1.1.1","1,945"
,,,"Median household total income (2020) (2020 constant dollars)","..","434.1.1.3","115,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","434.1.1.6","102,000"
"0077.24 - Calgary i435",,,"Number of households (2021) 4 5 6","..","435.1.1.1","1,515"
,,,"Median household total income (2020) (2020 constant dollars)","..","435.1.1.3","124,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","435.1.1.6","115,000"
"0077.25 - Calgary i436",,,"Number of households (2021) 4 5 6","..","436.1.1.1","2,170"
,,,"Median household total income (2020) (2020 constant dollars)","..","436.1.1.3","109,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","436.1.1.6","104,000"
"0077.26 - Calgary i437",,,"Number of households (2021) 4 5 6","..","437.1.1.1","1,855"
,,,"Median household total income (2020) (2020 constant dollars)","..","437.1.1.3","130,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","437.1.1.6","122,000"
"0077.27 - Calgary i438",,,"Number of households (2021) 4 5 6","..","438.1.1.1","1,765"
,,,"Median household total income (2020) (2020 constant dollars)","..","438.1.1.3","97,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","438.1.1.6","91,000"
"0077.28 - Calgary i439",,,"Number of households (2021) 4 5 6","..","439.1.1.1","1,260"
,,,"Median household total income (2020) (2020 constant dollars)","..","439.1.1.3","157,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","439.1.1.6","137,000"
"0077.30 - Calgary i440",,,"Number of households (2021) 4 5 6","..","440.1.1.1","1,685"
,,,"Median household total income (2020) (2020 constant dollars)","..","440.1.1.3","134,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","440.1.1.6","121,000"
"0077.31 - Calgary i441",,,"Number of households (2021) 4 5 6","..","441.1.1.1","1,100"
,,,"Median household total income (2020) (2020 constant dollars)","..","441.1.1.3","144,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","441.1.1.6","143,000"
"0077.32 - Calgary i442",,,"Number of households (2021) 4 5 6","..","442.1.1.1","1,350"
,,,"Median household total income (2020) (2020 constant dollars)","..","442.1.1.3","127,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","442.1.1.6","127,000"
"0077.33 - Calgary i443",,,"Number of households (2021) 4 5 6","..","443.1.1.1","925"
,,,"Median household total income (2020) (2020 constant dollars)","..","443.1.1.3","106,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","443.1.1.6","..."
"0077.34 - Calgary i444",,,"Number of households (2021) 4 5 6","..","444.1.1.1","900"
,,,"Median household total income (2020) (2020 constant dollars)","..","444.1.1.3","145,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","444.1.1.6","135,000"
"0077.35 - Calgary i445",,,"Number of households (2021) 4 5 6","..","445.1.1.1","600"
,,,"Median household total income (2020) (2020 constant dollars)","..","445.1.1.3","132,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","445.1.1.6","..."
"0077.36 - Calgary i446",,,"Number of households (2021) 4 5 6","..","446.1.1.1","1,190"
,,,"Median household total income (2020) (2020 constant dollars)","..","446.1.1.3","111,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","446.1.1.6","..."
"0077.37 - Calgary i447",,,"Number of households (2021) 4 5 6","..","447.1.1.1","1,605"
,,,"Median household total income (2020) (2020 constant dollars)","..","447.1.1.3","117,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","447.1.1.6","110,000"
"0077.38 - Calgary i448",,,"Number of households (2021) 4 5 6","..","448.1.1.1","1,345"
,,,"Median household total income (2020) (2020 constant dollars)","..","448.1.1.3","101,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","448.1.1.6","78,000"
"0077.39 - Calgary i449",,,"Number of households (2021) 4 5 6","..","449.1.1.1","1,915"
,,,"Median household total income (2020) (2020 constant dollars)","..","449.1.1.3","95,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","449.1.1.6","..."
"0077.40 - Calgary i450",,,"Number of households (2021) 4 5 6","..","450.1.1.1","850"
,,,"Median household total income (2020) (2020 constant dollars)","..","450.1.1.3","120,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","450.1.1.6","113,000"
"0077.41 - Calgary i451",,,"Number of households (2021) 4 5 6","..","451.1.1.1","860"
,,,"Median household total income (2020) (2020 constant dollars)","..","451.1.1.3","118,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","451.1.1.6","107,000"
"0200.02 - Calgary i452",,,"Number of households (2021) 4 5 6","..","452.1.1.1","x"
,,,"Median household total income (2020) (2020 constant dollars)","..","452.1.1.3","x"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","452.1.1.6","102,000"
"0200.03 - Calgary i453",,,"Number of households (2021) 4 5 6","..","453.1.1.1","935"
,,,"Median household total income (2020) (2020 constant dollars)","..","453.1.1.3","131,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","453.1.1.6","136,000"
"0200.05 - Calgary i454",,,"Number of households (2021) 4 5 6","..","454.1.1.1","1,630"
,,,"Median household total income (2020) (2020 constant dollars)","..","454.1.1.3","210,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","454.1.1.6","194,000"
"0200.06 - Calgary i455",,,"Number of households (2021) 4 5 6","..","455.1.1.1","1,735"
,,,"Median household total income (2020) (2020 constant dollars)","..","455.1.1.3","236,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","455.1.1.6","216,000"
"0201.01 - Calgary i456",,,"Number of households (2021) 4 5 6","..","456.1.1.1","2,505"
,,,"Median household total income (2020) (2020 constant dollars)","..","456.1.1.3","180,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","456.1.1.6","166,000"
"0201.02 - Calgary i457",,,"Number of households (2021) 4 5 6","..","457.1.1.1","1,575"
,,,"Median household total income (2020) (2020 constant dollars)","..","457.1.1.3","123,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","457.1.1.6","109,000"
"0202.01 - Calgary i458",,,"Number of households (2021) 4 5 6","..","458.1.1.1","1,300"
,,,"Median household total income (2020) (2020 constant dollars)","..","458.1.1.3","118,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","458.1.1.6","x"
"0202.02 - Calgary i459",,,"Number of households (2021) 4 5 6","..","459.1.1.1","250"
,,,"Median household total income (2020) (2020 constant dollars)","..","459.1.1.3","133,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","459.1.1.6","126,000"
"0202.03 - Calgary i460",,,"Number of households (2021) 4 5 6","..","460.1.1.1","1,325"
,,,"Median household total income (2020) (2020 constant dollars)","..","460.1.1.3","104,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","460.1.1.6","88,000"
"0202.04 - Calgary i461",,,"Number of households (2021) 4 5 6","..","461.1.1.1","980"
,,,"Median household total income (2020) (2020 constant dollars)","..","461.1.1.3","124,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","461.1.1.6","116,000"
"0203.00 - Calgary i462",,,"Number of households (2021) 4 5 6","..","462.1.1.1","1,500"
,,,"Median household total income (2020) (2020 constant dollars)","..","462.1.1.3","96,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","462.1.1.6","87,000"
"0204.01 - Calgary i463",,,"Number of households (2021) 4 5 6","..","463.1.1.1","2,205"
,,,"Median household total income (2020) (2020 constant dollars)","..","463.1.1.3","139,000"
,,,"Median household after-tax income (2015) (2020 constant dollars)","..","463.1.1.6","121,000"
"0204.03 - Calgary i464",,,"Number of households (2021) 4 5 6","..","464.1.1.1","1,615"
,,,"Median household total income (2020) (2020 constant dollars)","..","464.1.1.3","114,000"
